id,cancellation_policy,host_has_profile_pic,host_identity_verified,host_response_rate,host_since
6314389,flexible,t,t,null,4/26/15
14412867,moderate,t,t,100%,4/25/13
15983203,strict,t,f,100%,7/9/17
14266442,strict,t,t,100%,9/21/09
3222262,strict,t,t,70%,9/25/14
6600417,strict,t,t,100%,9/25/13
9750618,moderate,t,t,null,9/5/12
3524259,strict,t,t,100%,3/15/12
15508103,moderate,t,f,null,1/29/15
17951911,strict,t,t,100%,8/8/10
868801,flexible,t,t,null,6/20/14
1332437,flexible,t,t,100%,3/31/14
15126802,strict,t,t,null,4/25/15
15521939,strict,t,t,100%,3/24/12
13688278,strict,t,f,100%,7/8/11
13377080,flexible,t,f,null,8/16/13
1056280,moderate,t,t,100%,6/19/11
8726680,strict,t,f,100%,7/17/17
7893820,strict,t,t,null,9/1/12
17857110,moderate,t,f,100%,11/14/13
16929810,moderate,t,t,100%,12/12/15
19083945,moderate,t,t,77%,4/19/15
18460756,strict,t,t,null,5/30/13
9887276,flexible,t,t,100%,10/11/15
15714878,strict,t,f,null,7/4/16
18820901,strict,t,t,100%,9/8/13
12543169,strict,t,t,100%,5/16/13
12021460,strict,t,t,100%,5/31/11
12008476,strict,t,t,100%,6/23/16
18314587,flexible,t,t,100%,8/1/16
19844473,flexible,t,t,null,8/6/14
8936111,moderate,t,t,100%,3/4/14
10070760,strict,t,t,100%,1/20/13
18970307,strict,t,f,100%,11/1/10
17894604,moderate,t,t,88%,7/24/16
305670,moderate,t,t,null,4/24/12
5617409,moderate,t,t,100%,9/28/15
15166475,strict,t,t,100%,4/28/15
16087679,flexible,t,t,100%,5/31/16
12795427,strict,t,t,100%,3/26/13
17652643,flexible,t,f,100%,12/30/15
19592365,strict,t,t,null,6/5/15
898669,strict,t,f,null,2/18/14
9577217,strict,t,t,100%,9/4/12
13208869,moderate,t,t,0%,5/7/12
20898140,flexible,t,f,50%,3/4/17
16860045,moderate,t,f,80%,6/4/14
18359593,flexible,t,t,100%,7/9/15
17552955,flexible,t,f,100%,1/13/17
16813292,strict,t,t,100%,12/22/13
16688641,flexible,t,t,50%,6/16/11
14106050,moderate,t,t,100%,7/13/15
13113064,moderate,t,t,100%,7/2/13
12916784,flexible,t,t,null,4/1/14
580106,strict,t,t,100%,1/25/11
17480726,strict,t,f,null,9/23/14
9841191,strict,t,t,100%,10/21/12
13693976,moderate,t,f,100%,2/16/17
10617957,strict,t,f,100%,10/29/14
20277286,flexible,t,t,null,11/5/13
14823632,strict,t,t,100%,10/15/15
14883417,flexible,t,f,83%,5/9/16
6390990,moderate,t,t,100%,11/23/15
16437118,flexible,t,f,100%,9/27/15
20070342,flexible,t,f,null,12/27/13
1541071,moderate,t,t,100%,8/23/16
18151860,flexible,f,f,100%,12/2/15
13686775,moderate,t,f,100%,10/20/16
18753406,strict,t,f,100%,12/28/15
8751750,moderate,t,t,100%,7/10/14
10157158,moderate,t,t,null,11/15/13
5039786,strict,t,t,100%,5/16/15
14868545,flexible,t,t,null,9/11/14
15728501,moderate,t,t,null,11/28/12
14733932,strict,t,f,100%,12/28/14
17365005,flexible,t,f,100%,7/7/17
16158350,flexible,t,t,null,12/2/15
14692795,strict,t,t,100%,7/4/16
2267278,moderate,t,f,100%,3/8/16
14127595,flexible,t,t,100%,10/8/11
8333874,strict,t,f,100%,4/27/15
10788926,strict,t,t,100%,8/16/14
11506034,flexible,t,t,null,5/27/15
11061063,strict,t,t,90%,4/7/15
6385039,flexible,t,f,50%,8/13/15
14802259,strict,t,f,81%,9/16/16
19196273,strict,t,t,90%,7/4/14
1221511,strict,t,t,100%,3/1/14
5153022,moderate,t,t,null,6/5/16
9401601,flexible,t,f,0%,2/5/16
19111734,flexible,t,f,100%,5/13/15
20448558,super_strict_30,t,t,68%,7/10/09
17464358,flexible,t,f,100%,4/17/17
121065,strict,t,t,100%,5/16/12
18151742,flexible,t,t,100%,6/6/16
5025015,strict,t,t,100%,5/16/15
8953089,flexible,t,f,null,2/9/16
504295,strict,t,f,100%,4/24/14
16196694,flexible,t,f,0%,3/9/16
14809312,moderate,t,t,100%,5/23/16
18343148,strict,t,t,100%,9/3/11
9414160,flexible,t,f,100%,5/21/14
13947346,strict,t,t,100%,7/23/14
12973363,moderate,t,t,17%,2/26/13
17077760,strict,t,t,100%,6/28/14
19912854,strict,t,t,100%,4/6/15
11016175,strict,t,f,100%,5/31/15
20495133,strict,t,t,100%,11/11/15
5613279,moderate,t,t,100%,5/20/16
8901554,strict,t,f,100%,4/18/16
6935871,strict,t,t,100%,4/8/14
18088349,strict,t,t,100%,9/11/11
15719005,strict,t,t,null,5/15/15
9652365,moderate,t,t,100%,4/19/15
13697125,moderate,t,f,100%,2/16/17
4463452,strict,t,f,100%,6/14/16
6269610,moderate,t,t,100%,12/18/13
15096401,strict,t,f,100%,4/16/17
10192898,strict,t,f,null,10/24/10
6302346,strict,t,t,100%,1/15/16
10043106,strict,t,t,100%,10/20/15
17544252,flexible,t,t,100%,8/8/16
8559784,strict,t,f,100%,1/30/15
4343926,moderate,t,t,100%,9/7/11
12999167,strict,t,t,100%,9/21/12
12848762,strict,t,t,100%,2/18/16
9475020,moderate,t,t,null,5/14/13
13912630,moderate,t,t,100%,8/14/10
16788336,flexible,t,t,null,12/12/12
13928461,strict,t,t,100%,3/31/15
20351372,strict,t,t,null,5/25/16
18292016,moderate,t,t,100%,12/23/13
19801605,flexible,t,t,100%,10/9/15
5314398,strict,t,t,null,7/2/13
757797,strict,t,t,100%,5/25/09
13942775,flexible,t,t,null,8/10/12
16252226,strict,t,t,95%,12/27/09
5856557,flexible,t,f,null,11/12/14
5838719,strict,t,t,null,5/21/14
7239527,strict,t,t,100%,3/2/15
11949176,strict,t,f,null,11/19/16
4900352,flexible,t,t,100%,11/3/13
16119492,strict,t,t,100%,4/11/14
4977140,strict,t,f,100%,6/22/12
10339986,strict,t,t,100%,3/31/15
4109165,moderate,t,f,100%,1/20/15
16321028,flexible,t,t,null,1/20/15
16243041,flexible,t,f,50%,7/8/15
12929019,strict,t,t,null,7/1/15
1055337,strict,t,t,null,8/5/12
12525236,moderate,t,t,97%,9/4/16
2524451,moderate,t,t,50%,1/25/10
7038985,strict,t,t,null,12/8/14
6900600,moderate,t,t,null,9/18/15
3987445,strict,t,t,88%,3/16/13
17319362,strict,t,t,100%,1/20/15
8880994,moderate,t,f,null,10/29/13
15797268,flexible,t,t,null,5/2/12
15601285,strict,t,t,100%,1/27/12
11510962,flexible,t,f,100%,2/22/16
5606066,flexible,t,f,67%,10/22/16
17420295,flexible,t,f,null,9/28/17
17546833,moderate,t,t,100%,12/21/15
4516791,strict,t,t,null,4/2/13
5403986,strict,t,t,100%,10/9/16
16710475,moderate,t,t,100%,9/25/12
541653,strict,t,f,100%,11/23/09
17152735,flexible,t,f,100%,4/29/17
16350431,moderate,t,f,100%,1/9/17
14587187,flexible,t,f,null,7/25/16
5241284,strict,t,t,null,10/17/14
16544552,moderate,t,t,80%,2/23/14
4861698,flexible,t,t,100%,8/19/13
17009057,moderate,t,t,null,6/27/14
10574350,strict,t,t,80%,11/4/10
9610933,moderate,t,t,100%,5/15/16
17366834,flexible,t,t,92%,12/22/11
12625830,moderate,t,t,null,12/20/15
16484636,moderate,t,t,100%,7/31/14
16427608,strict,t,t,90%,1/22/15
7713661,moderate,t,t,100%,10/31/12
8234510,flexible,t,t,100%,8/11/15
10127745,moderate,t,t,100%,10/28/13
5491083,moderate,t,f,null,5/7/16
20482284,flexible,t,f,100%,9/28/16
20608313,flexible,t,t,0%,8/18/12
16831201,strict,t,t,100%,1/7/15
18180752,strict,t,f,98%,7/14/16
6881079,flexible,t,t,null,12/23/14
7069963,strict,t,t,100%,10/5/11
4489920,strict,t,t,100%,2/20/16
14024257,flexible,t,t,100%,3/15/12
17586779,strict,t,f,null,9/16/15
1198347,strict,t,t,100%,6/10/11
6725662,moderate,t,t,100%,3/11/13
16099303,moderate,t,t,100%,3/10/16
9598259,strict,t,f,100%,1/19/17
10865972,strict,t,t,100%,3/18/16
5946680,flexible,t,t,null,6/12/14
16615650,moderate,t,f,100%,2/1/16
18489707,strict,t,t,75%,11/8/12
2115530,flexible,t,t,100%,10/17/12
5077160,moderate,t,f,100%,8/20/14
4631508,moderate,t,t,100%,8/12/14
1229267,strict,t,f,100%,12/8/15
17072434,strict,t,f,100%,5/30/17
16665977,strict,t,t,100%,9/5/11
5945548,strict,t,t,90%,3/15/14
12388494,strict,t,f,100%,12/22/11
1489289,moderate,t,f,99%,2/13/15
5993121,flexible,t,f,null,6/12/14
1388296,strict,t,f,null,7/29/15
15603933,flexible,t,t,100%,5/13/16
16443279,strict,t,t,100%,10/13/14
7052026,moderate,t,f,100%,9/4/17
9753012,strict,t,f,70%,11/9/15
8133752,moderate,t,t,83%,10/11/14
17160220,flexible,t,f,null,6/13/12
15024783,strict,t,t,100%,11/4/12
16343260,strict,t,t,null,10/12/15
13438949,strict,t,t,100%,11/9/13
14547270,flexible,t,t,100%,10/19/11
19180935,strict,t,t,94%,5/17/16
4796592,moderate,t,t,null,5/19/12
553648,strict,t,f,100%,2/22/17
14993571,strict,t,t,100%,9/6/13
5619670,flexible,t,t,100%,2/16/11
3943135,strict,t,t,100%,1/1/15
20153395,flexible,t,t,33%,6/1/17
15973695,flexible,t,f,null,3/26/15
18695104,strict,t,t,100%,10/30/14
3689544,strict,t,t,100%,5/12/14
17434573,strict,t,t,null,6/18/16
14041728,flexible,t,f,null,5/18/14
11798956,strict,t,t,100%,12/22/14
17974244,flexible,t,t,null,6/10/15
6902147,flexible,t,t,67%,10/24/14
17929995,strict,t,t,80%,5/20/14
17190525,strict,t,f,94%,7/24/11
15131772,moderate,t,t,100%,8/17/16
14186070,strict,t,t,100%,8/5/13
15469689,moderate,t,t,null,9/16/14
17401943,moderate,t,t,100%,9/7/08
11046034,flexible,t,t,null,1/13/15
3672198,strict,t,t,100%,2/4/12
16228904,flexible,t,t,50%,6/27/12
19271453,strict,t,f,100%,8/20/14
15054000,strict,t,t,null,5/31/12
13503536,strict,t,f,67%,3/31/16
14853506,flexible,t,t,90%,2/3/15
20606669,strict,t,t,100%,3/29/12
18488648,moderate,t,t,100%,6/8/15
14594441,strict,t,t,100%,3/11/15
14219085,flexible,t,t,null,9/20/15
11625317,flexible,t,f,100%,2/21/17
13734801,strict,t,t,100%,11/7/11
7053737,flexible,t,t,null,7/21/15
16871531,flexible,t,f,100%,8/18/14
4118529,flexible,t,f,null,5/14/13
11888451,flexible,t,t,null,7/16/16
15973571,flexible,t,f,null,8/4/16
17303067,flexible,t,f,0%,9/30/12
5692492,strict,t,t,70%,7/15/12
905399,strict,t,t,100%,10/19/14
2909461,moderate,t,f,100%,2/5/16
6383040,strict,t,f,100%,4/23/15
13770113,moderate,t,t,100%,3/9/16
19871002,flexible,t,f,null,11/15/15
7086310,strict,t,t,100%,9/10/15
11320246,strict,t,t,100%,10/2/14
54325,strict,t,t,100%,1/4/11
2197673,flexible,t,f,100%,2/5/17
11414577,flexible,t,f,50%,7/8/13
16375755,strict,t,t,100%,6/11/12
15552305,moderate,t,t,100%,8/16/14
20174316,flexible,t,f,null,2/14/14
14011609,flexible,t,f,100%,6/11/16
9078739,flexible,t,f,null,12/2/12
9075545,strict,t,t,100%,6/17/16
161996,flexible,t,f,0%,10/16/16
9088488,strict,t,t,100%,11/17/12
10076477,strict,t,f,null,7/13/13
6993862,flexible,t,f,100%,3/7/17
6847634,moderate,t,t,89%,1/14/16
14294875,strict,t,t,100%,1/13/12
16912592,moderate,t,t,null,2/13/12
1728339,strict,t,t,100%,10/13/10
20947308,flexible,t,f,null,6/24/13
7464990,strict,t,t,100%,10/28/11
17046562,flexible,t,f,null,1/4/16
11509106,strict,t,f,100%,7/16/15
16947311,strict,t,t,90%,3/16/12
3678829,strict,t,t,100%,1/23/15
16691594,strict,t,t,null,6/13/13
1884045,moderate,t,t,100%,8/8/13
9510264,flexible,t,f,100%,11/12/15
5128233,strict,t,t,100%,3/17/14
18718498,flexible,t,f,null,6/6/15
19805940,flexible,t,t,100%,7/20/09
14975916,flexible,t,t,75%,11/12/14
19951624,strict,t,t,100%,4/23/14
19066476,strict,t,t,100%,11/7/12
8515356,strict,t,t,96%,9/6/11
5773014,strict,t,t,null,8/18/12
15885264,flexible,t,f,null,1/22/16
13111334,flexible,t,t,null,7/1/13
13688676,strict,t,t,100%,8/9/15
11176460,strict,t,t,100%,3/8/12
12955943,strict,t,f,100%,5/1/16
16961197,strict,t,t,100%,10/19/14
2046807,strict,t,f,100%,6/16/12
7089661,strict,t,t,100%,2/14/14
7512116,strict,t,t,null,8/10/11
13191291,strict,t,t,null,10/2/14
18025145,flexible,t,f,100%,12/12/11
19676377,strict,t,f,100%,6/8/16
9334840,strict,t,f,null,11/14/14
9063376,strict,t,t,100%,3/23/14
5851500,flexible,t,f,100%,10/10/15
15803635,flexible,t,t,67%,11/12/13
5882394,strict,t,t,100%,12/9/13
6676975,moderate,t,f,100%,12/28/15
13397722,flexible,t,f,null,8/21/16
15708247,strict,t,t,90%,7/3/15
9438353,strict,t,t,null,4/7/14
13671560,strict,t,t,100%,10/7/12
2735710,moderate,t,t,null,6/14/16
14824090,flexible,t,t,100%,5/3/15
8480087,moderate,t,t,100%,9/29/16
14426673,strict,t,t,100%,2/22/15
10984190,strict,t,t,25%,6/26/15
20466247,strict,t,t,100%,8/18/16
11910742,moderate,t,t,100%,1/16/14
4624521,flexible,t,t,100%,1/30/14
16604913,flexible,t,f,100%,6/29/17
662176,moderate,t,f,67%,6/3/17
4456997,strict,t,t,null,8/20/12
16533637,flexible,t,t,null,6/28/16
13250972,strict,t,t,100%,7/20/15
7002915,strict,t,f,null,6/26/14
6865053,flexible,t,t,null,8/6/13
16071273,strict,t,t,100%,3/10/10
821036,flexible,t,f,null,6/24/16
10476319,moderate,t,f,100%,3/15/13
14283473,strict,t,t,null,11/10/13
18256752,flexible,t,t,83%,8/30/14
14428783,flexible,t,f,33%,3/15/17
13797041,moderate,t,t,70%,2/19/13
3923538,moderate,t,t,100%,12/5/14
1018606,moderate,t,t,100%,9/22/14
16348240,strict,t,t,100%,3/4/16
467839,strict,t,f,100%,9/13/11
9461837,moderate,t,t,100%,11/19/12
16677866,strict,t,t,100%,6/20/11
2743624,strict,t,f,100%,3/2/14
18038597,moderate,t,t,100%,6/18/12
3370257,moderate,t,t,100%,10/19/15
2461461,moderate,t,t,100%,6/13/11
19965299,flexible,t,t,null,7/31/15
5232527,strict,t,t,100%,1/4/11
17778426,strict,t,t,null,4/21/13
16722462,flexible,t,f,null,2/21/14
17987692,moderate,t,f,100%,2/24/12
8055598,strict,t,t,100%,5/8/14
5259425,moderate,t,f,70%,4/9/15
16367122,flexible,t,t,100%,2/8/15
14711141,flexible,t,t,null,4/15/16
9823038,strict,t,t,99%,3/21/16
14341301,strict,t,t,100%,1/31/14
3874726,flexible,t,t,null,12/10/13
15181071,strict,t,t,null,9/28/15
6018665,strict,t,t,100%,5/27/12
18820207,strict,t,t,93%,6/3/13
8523559,moderate,t,t,null,4/28/12
8000043,strict,t,t,null,8/11/13
1541517,strict,t,t,80%,2/5/11
13467337,strict,t,t,100%,8/22/11
5881837,strict,t,f,null,2/22/13
9865344,flexible,t,t,100%,10/30/13
7932163,strict,t,t,100%,6/8/16
1236800,strict,f,f,94%,6/26/17
10590105,strict,t,t,100%,10/7/13
17992541,moderate,t,f,null,11/3/15
20053152,flexible,t,f,null,8/10/16
11697189,flexible,t,t,null,7/17/16
17348494,flexible,t,t,null,7/20/16
7801335,moderate,t,f,null,5/10/14
15889765,strict,t,t,100%,5/30/14
17013008,strict,t,f,100%,12/5/16
15982786,flexible,t,t,100%,5/13/15
18505106,strict,t,f,80%,9/2/15
3432238,flexible,t,f,100%,8/19/15
20931306,flexible,t,f,100%,10/4/15
15059368,flexible,t,f,null,2/10/17
15026535,moderate,t,t,96%,5/29/15
15680961,flexible,t,f,100%,4/3/16
9960247,strict,t,t,100%,8/13/12
21160933,moderate,t,t,100%,11/15/15
13697587,strict,t,t,100%,10/4/13
14815427,strict,t,f,100%,6/10/14
19468444,strict,t,t,null,11/27/12
7074668,strict,t,t,100%,7/31/16
3089828,strict,t,t,100%,1/25/14
4090410,strict,t,t,100%,5/18/12
2109817,moderate,t,t,100%,11/10/13
18296132,flexible,t,f,null,11/13/10
16264010,flexible,t,t,null,10/14/12
1530745,strict,t,f,91%,6/10/10
12788962,moderate,t,f,100%,8/30/16
20999911,flexible,t,t,100%,12/13/12
18396670,strict,t,f,null,5/21/17
12973927,flexible,t,t,50%,8/25/15
10748793,flexible,t,t,null,3/19/15
400039,strict,t,t,100%,5/31/12
8656682,strict,t,t,64%,5/11/14
18187187,flexible,t,t,100%,10/29/14
11436683,moderate,t,t,95%,10/14/13
19749448,moderate,t,t,100%,12/26/15
14500336,flexible,t,f,100%,8/28/17
4206061,moderate,t,t,100%,4/7/15
4430996,flexible,t,f,100%,6/20/17
17004838,flexible,t,f,100%,4/28/14
11325635,strict,t,t,87%,4/9/15
13031383,strict,t,t,null,12/3/14
13115105,flexible,t,f,100%,5/11/14
4661955,moderate,t,t,100%,2/17/16
14744400,moderate,t,t,100%,5/29/12
6662418,strict,t,t,null,11/15/15
9239512,strict,t,t,100%,3/27/15
3628190,strict,t,t,100%,6/27/12
4920183,moderate,t,f,100%,6/11/16
15099686,moderate,t,t,100%,11/5/12
2109043,strict,t,t,100%,1/22/13
10535856,flexible,t,t,96%,12/16/15
20151381,strict,t,f,100%,3/12/12
10021714,moderate,t,t,100%,7/17/16
12657893,strict,t,t,100%,8/6/12
20623171,moderate,t,t,100%,5/7/16
6589338,strict,t,t,100%,1/12/12
18331097,flexible,t,t,null,7/12/15
1009472,flexible,t,f,90%,8/1/15
17576138,strict,t,f,100%,6/23/15
2798599,strict,t,f,100%,7/17/15
19800416,strict,t,t,20%,10/28/15
10861166,strict,t,t,93%,9/2/14
16230588,strict,t,t,100%,12/7/12
851048,flexible,t,t,null,11/28/15
8807842,moderate,t,t,100%,9/19/11
18626606,strict,t,t,100%,1/16/15
7204489,strict,t,f,100%,3/9/17
21019508,strict,t,t,97%,9/28/11
19572503,strict,t,f,90%,10/13/12
19623349,strict,t,t,94%,9/12/11
6900168,moderate,t,f,100%,8/10/12
18075511,strict,t,f,80%,2/16/15
15888973,strict,t,f,null,7/13/11
13583003,strict,t,t,100%,11/17/16
20883415,strict,t,f,null,4/25/14
14316579,moderate,t,t,100%,1/13/16
11818137,strict,t,t,100%,7/7/13
1027843,flexible,t,t,null,7/8/16
3759424,flexible,t,f,null,7/2/15
4109246,strict,t,t,98%,6/17/14
15780171,flexible,t,f,77%,11/21/16
3102310,strict,t,f,100%,8/9/13
20796664,moderate,t,f,null,9/25/14
15559436,flexible,t,t,0%,12/20/13
12302170,strict,t,t,100%,6/15/16
862890,strict,t,t,100%,11/4/14
5277117,strict,t,t,100%,6/14/11
9024916,strict,t,t,86%,2/10/13
4378951,strict,t,f,100%,5/30/16
15842384,strict,t,t,null,11/1/12
13045944,strict,t,t,100%,10/31/13
15964061,flexible,t,t,94%,7/2/14
7308623,strict,t,t,90%,1/13/15
13465310,flexible,t,f,null,8/19/15
1115394,strict,t,t,100%,10/29/16
14138477,flexible,t,f,100%,10/8/12
222913,moderate,t,t,null,2/11/15
18703571,flexible,t,f,null,11/5/16
13102409,strict,t,t,100%,11/2/16
4581788,moderate,t,t,100%,9/21/14
3302730,strict,t,t,100%,7/11/14
16944898,moderate,t,t,100%,5/27/15
9275244,strict,t,f,100%,6/1/13
1631942,strict,t,t,100%,7/30/16
19490255,strict,t,t,100%,9/14/15
13684575,moderate,t,t,100%,3/18/14
6761066,strict,t,f,100%,9/11/17
15870027,strict,t,t,80%,9/21/12
19218707,strict,t,t,100%,9/12/15
8306749,moderate,t,f,100%,4/1/12
18291265,flexible,t,t,null,9/3/13
15483216,strict,t,t,70%,3/22/14
4315562,flexible,t,t,100%,4/20/14
20481541,strict,t,t,100%,8/18/14
16846359,strict,t,t,100%,1/7/15
7214586,strict,t,t,100%,6/19/16
16429629,strict,t,f,100%,11/13/11
23363,strict,t,t,100%,6/18/15
4216745,flexible,t,t,100%,8/22/16
7517454,strict,t,f,80%,1/30/14
13245086,strict,t,f,null,12/6/11
10725897,strict,t,f,96%,10/7/16
5533420,strict,t,f,90%,8/4/12
7968283,strict,t,t,100%,3/2/13
14124430,strict,t,t,100%,10/28/09
12422969,moderate,t,t,98%,12/2/11
1053666,flexible,t,t,100%,2/13/16
10281261,moderate,t,t,100%,1/12/14
13589297,strict,t,t,100%,8/10/15
12339186,moderate,t,t,100%,4/30/15
6323369,moderate,t,t,100%,11/27/13
16054744,strict,t,t,100%,6/15/16
20555685,flexible,t,f,null,3/25/14
13788701,flexible,t,t,null,1/4/17
3874029,moderate,t,f,100%,3/15/16
6768827,flexible,t,t,92%,11/14/16
12347698,flexible,t,t,100%,3/17/14
16391866,flexible,t,t,null,10/14/15
7010001,moderate,t,t,100%,8/2/13
13713501,flexible,t,f,0%,12/4/16
14205043,strict,t,t,100%,4/2/12
1428359,strict,t,t,null,7/25/15
13128045,moderate,t,f,null,8/30/14
755855,strict,t,t,null,5/4/16
6948441,strict,t,t,100%,11/5/15
13042201,moderate,t,t,96%,4/28/15
7246757,moderate,t,t,null,9/11/14
13190773,flexible,t,t,null,9/28/15
11774278,strict,t,t,100%,11/12/13
6437010,flexible,t,t,null,5/21/14
7347593,flexible,t,f,null,8/24/14
5579147,flexible,t,t,null,5/12/13
260833,strict,t,t,80%,11/19/14
21112025,flexible,t,f,100%,2/20/17
15703680,flexible,t,f,100%,11/23/16
14983123,strict,t,f,100%,10/20/16
709870,strict,t,f,95%,1/9/16
17252724,strict,t,t,null,10/10/12
16556049,strict,t,f,100%,8/12/13
7931059,strict,t,t,100%,5/10/13
12256719,flexible,t,t,null,9/12/15
3485539,flexible,t,t,60%,6/17/10
13764747,moderate,t,f,100%,4/22/16
18005985,flexible,t,t,100%,4/12/14
7859448,flexible,t,f,null,7/1/15
1598886,strict,t,t,100%,7/23/16
6807297,strict,t,t,100%,6/6/16
5028478,flexible,t,f,null,3/13/16
16480024,strict,t,t,100%,6/30/11
12344780,moderate,t,t,null,11/13/14
20499306,strict,t,t,90%,6/17/12
20542488,strict,t,t,100%,4/5/16
8327302,moderate,t,t,null,6/19/12
16870873,moderate,t,f,100%,12/5/16
16302805,moderate,t,t,100%,4/11/15
16297725,moderate,t,t,100%,7/9/10
14249185,strict,t,t,77%,7/21/11
4589379,strict,t,f,null,6/26/16
10085478,moderate,t,f,100%,2/4/16
15071892,moderate,t,t,50%,11/25/15
8935207,moderate,t,t,100%,2/11/12
4950823,strict,t,t,100%,5/12/12
18007593,strict,t,t,100%,5/3/11
4744115,strict,t,t,100%,7/23/16
18809473,strict,t,t,100%,4/2/14
13543171,strict,t,t,100%,11/11/13
18638982,strict,t,f,100%,10/7/12
16190902,flexible,t,t,null,5/9/17
12321626,moderate,t,f,90%,4/6/16
11148805,strict,t,t,null,5/13/15
20354465,moderate,t,t,100%,7/16/15
4550647,strict,t,f,90%,7/11/16
6757929,moderate,t,f,70%,10/20/16
17928460,strict,t,t,100%,2/15/10
5264560,strict,t,t,100%,3/20/16
7509321,strict,t,t,95%,11/7/13
15886006,moderate,t,t,100%,1/31/16
5272406,flexible,t,t,100%,11/18/13
14285095,strict,t,t,100%,8/3/13
15970475,moderate,t,f,94%,7/24/11
17778469,flexible,t,t,null,1/18/11
18626944,flexible,t,f,100%,5/16/16
1721016,moderate,t,t,null,9/19/11
5164213,flexible,t,f,null,8/3/13
4784728,strict,t,t,100%,10/7/12
14168559,flexible,t,t,100%,10/20/14
3917367,moderate,t,f,100%,11/8/11
15178460,flexible,t,t,90%,2/16/12
3168044,strict,t,t,100%,2/25/14
6886298,moderate,t,f,null,8/6/15
17639205,flexible,t,t,100%,7/6/15
19583726,strict,t,t,100%,7/16/14
11851511,strict,t,f,100%,6/5/15
14135050,flexible,t,t,100%,12/18/14
16027174,strict,t,t,100%,6/26/12
12984851,strict,t,t,100%,2/19/15
4672208,flexible,t,t,100%,6/24/16
15300558,flexible,t,f,null,11/17/15
4566340,flexible,t,f,100%,7/14/16
20697637,strict,t,f,100%,5/24/16
18878391,moderate,t,t,null,5/9/13
286771,moderate,t,t,100%,8/17/12
12593135,strict,t,t,100%,12/2/14
17893098,moderate,t,t,95%,5/22/13
12464708,strict,t,t,100%,9/1/15
6360647,moderate,t,t,null,8/28/13
7550581,strict,t,f,88%,11/8/16
6090770,strict,t,t,100%,10/8/14
17333633,strict,t,t,100%,4/18/11
187979,flexible,t,t,null,8/19/13
16962435,moderate,t,t,100%,10/8/13
4191870,flexible,t,t,100%,4/1/15
13348401,strict,t,f,100%,5/25/11
15361785,moderate,t,t,null,2/9/14
7643927,strict,null,null,null,null
479255,flexible,t,t,100%,9/29/14
19670506,moderate,t,t,100%,12/14/12
